h3_index,priority_score,priority_tier,recommended_action,violation_count,severity_mean,recurrence_score,is_hotspot,hotspot_rank,congestion_score,police_station,top_violation,top_vehicle,lat,lng
8961892cb67ffff,0.18208240158505046,MINIMAL,No immediate action — periodic monitoring sufficient,35,0.7142857142857143,0.0,True,1,0.3613370036928758,Kodigehalli,WRONG PARKING,CAR,13.067235158203069,77.58045260804793
896189242b3ffff,0.1820670667416465,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.7,0.1111111111111111,True,1,0.2916512542145554,HSR Layout,WRONG PARKING,CAR,12.901369145863498,77.63363365977554
8961892ec83ffff,0.1816004232891113,MINIMAL,No immediate action — periodic monitoring sufficient,10,0.9,0.0,True,1,0.21360884819647533,Jeevanbheemanagar,NO PARKING,SCOOTER,12.970794492951716,77.65347689647938
8960145b207ffff,0.1816004232891113,MINIMAL,No immediate action — periodic monitoring sufficient,10,0.9,0.0,True,1,0.21380193966920658,Sadashivanagar,NO PARKING,CAR,13.014885310392895,77.57536186877371
89618924ad3ffff,0.18158766839845986,MINIMAL,No immediate action — periodic monitoring sufficient,18,0.7611111111111111,0.058823529411764705,True,1,0.28402100144379444,J.P. Nagar,NO PARKING,CAR,12.90903047912735,77.58742508588911
8960145a693ffff,0.18139936249765878,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.8052631578947369,0.0,True,1,0.28918719833763495,Basavanagudi,NO PARKING,CAR,12.939018127396022,77.57108271073368
89618927217ffff,0.18118436543527053,MINIMAL,No immediate action — periodic monitoring sufficient,26,0.7538461538461537,0.0,True,2,0.3278632731203405,Bellandur,WRONG PARKING,CAR,12.907541296357618,77.69395388191874
89618927357ffff,0.18108283977152706,MINIMAL,No immediate action — periodic monitoring sufficient,31,0.7258064516129032,0.0,True,2,0.34894673883604127,Bellandur,WRONG PARKING,CAR,12.907610691803411,77.67709057681017
8961892cc03ffff,0.1810717708089936,MINIMAL,No immediate action — periodic monitoring sufficient,17,0.7411764705882353,0.0,True,7,0.27639271299965856,K.G. Halli,NO PARKING,MOTOR CYCLE,13.03077528816037,77.62077401362596
896014594c3ffff,0.18078534735435958,MINIMAL,No immediate action — periodic monitoring sufficient,18,0.8111111111111111,0.0,True,1,0.27889901637103987,Sadashivanagar,NO PARKING,CAR,13.03093101821963,77.57021486830193
896014590d7ffff,0.18021379538534615,MINIMAL,No immediate action — periodic monitoring sufficient,14,0.7142857142857143,0.0,True,15,0.2493621575788979,Jalahalli,WRONG PARKING,SCOOTER,13.042735725211386,77.55296271421872
89618924467ffff,0.18012630482259667,MINIMAL,No immediate action — periodic monitoring sufficient,30,0.7,0.034482758620689655,True,1,0.34045274399148,Hulimavu,WRONG PARKING,CAR,12.87995599819101,77.64049387367304
896014590cbffff,0.17996571408948434,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.85,0.0,True,15,0.1907611743279704,Jalahalli,NO PARKING,CAR,13.049143110760468,77.5542729935688
8960145a427ffff,0.1798318176765268,MINIMAL,No immediate action — periodic monitoring sufficient,15,0.7533333333333333,0.0,True,14,0.2589480470330205,Banashankari,WRONG PARKING,MOTOR CYCLE,12.925203195422025,77.5485966272477
89618921957ffff,0.17980633055831166,MINIMAL,No immediate action — periodic monitoring sufficient,30,0.6366666666666666,0.0,True,11,0.342076065561032,Mahadevapura,PARKING ON FOOTPATH,SCOOTER,12.989746463056846,77.7333312251394
8961892ea6fffff,0.1797455675037628,MINIMAL,No immediate action — periodic monitoring sufficient,16,0.75,0.0,True,7,0.26686203874892034,K.G. Halli,WRONG PARKING,CAR,13.025397797915916,77.63091912973456
8961892eb97ffff,0.17964004284228016,MINIMAL,No immediate action — periodic monitoring sufficient,29,0.7344827586206897,0.0,True,1,0.3390885598529741,Pulikeshinagar(F.Town),WRONG PARKING,CAR,12.997640980093008,77.61961164393412
89601459853ffff,0.17958834541925445,MINIMAL,No immediate action — periodic monitoring sufficient,21,0.6714285714285714,0.0,True,5,0.3022463795192501,Chikkabanavara,WRONG PARKING,CAR,13.051445053137215,77.49296095383795
8961892e067ffff,0.1795731775098215,MINIMAL,No immediate action — periodic monitoring sufficient,23,0.726086956521739,0.045454545454545456,True,2,0.3144623653563057,Mahadevapura,NO PARKING,CAR,12.99955305523575,77.68468712828293
8960169050fffff,0.1795216125504687,MINIMAL,No immediate action — periodic monitoring sufficient,31,0.7064516129032258,0.0,True,3,0.34550175171157915,Chikkajala,WRONG PARKING,CAR,13.182381017577246,77.68842312632599
8960145a203ffff,0.1794596896836425,MINIMAL,No immediate action — periodic monitoring sufficient,15,0.8333333333333334,0.0,True,1,0.25888391751034695,Magadi Road,NO PARKING,SCOOTER,12.963676651272364,77.54803488836966
89618920c17ffff,0.17941495091927584,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.7315789473684211,0.07692307692307693,False,0,0.2736903962661284,Whitefield,NO PARKING,GOODS AUTO,12.922339557229156,77.73638496033381
8961892cb17ffff,0.1793843933923134,MINIMAL,No immediate action — periodic monitoring sufficient,36,0.7,0.0,True,1,0.3651678873845916,Kodigehalli,WRONG PARKING,MOTOR CYCLE,13.057598676641847,77.5869117506109
89618920b27ffff,0.17908797940805335,MINIMAL,No immediate action — periodic monitoring sufficient,23,0.7652173913043478,0.0,True,2,0.3135087858393101,HAL Old Airport,NO PARKING,CAR,12.95460779582751,77.69235134523066
8961892e957ffff,0.17895800950045482,MINIMAL,No immediate action — periodic monitoring sufficient,17,0.7529411764705882,0.06666666666666667,True,1,0.2672408418391823,Pulikeshinagar(F.Town),WRONG PARKING,CAR,12.990172693419298,77.61527139953856
8961892eb17ffff,0.17887853362756495,MINIMAL,No immediate action — periodic monitoring sufficient,21,0.7809523809523808,0.0,True,1,0.3002449213130061,Pulikeshinagar(F.Town),WRONG PARKING,CAR,13.005137431186434,77.61552419658362
8960145968bffff,0.17868884033308283,MINIMAL,No immediate action — periodic monitoring sufficient,14,0.7714285714285714,0.07692307692307693,True,1,0.25630860453275484,Kodigehalli,WRONG PARKING,CAR,13.049095062628734,77.5711208312293
8960145b61bffff,0.17868884033308283,MINIMAL,No immediate action — periodic monitoring sufficient,14,0.7714285714285714,0.07692307692307693,True,1,0.26156085175630495,R.T. Nagar,WRONG PARKING,CAR,13.001988082943432,77.59801451256642
89618925b4bffff,0.1786213089943526,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.74,0.05263157894736842,True,1,0.29713797914221896,Halasuru Gate,NO PARKING,CAR,12.966739578662823,77.5908014411068
89601459533ffff,0.178558438610295,MINIMAL,No immediate action — periodic monitoring sufficient,34,0.7058823529411765,0.0,True,1,0.3592166474241878,Rajajinagar,WRONG PARKING,LGV,13.021419029855922,77.53456038569811
8961892e9b3ffff,0.1785278977082472,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.7947368421052632,0.0,True,1,0.28897256199078986,Shivajinagar,WRONG PARKING,MAXI-CAB,12.976295287838843,77.60961956625042
89601458463ffff,0.17850206999944973,MINIMAL,No immediate action — periodic monitoring sufficient,28,0.7357142857142857,0.0,True,1,0.3354090066027478,Kamakshipalya,WRONG PARKING,CAR,12.986181649027934,77.5273592675209
8960145a0cfffff,0.1784000417454377,MINIMAL,No immediate action — periodic monitoring sufficient,33,0.6818181818181818,0.03125,True,1,0.35632643480638204,Banashankari,WRONG PARKING,SCOOTER,12.943367557205445,77.54950078446713
89618925937ffff,0.17837192143640554,MINIMAL,No immediate action — periodic monitoring sufficient,7,0.9,0.0,True,14,0.1738549578972637,Banashankari,NO PARKING,CAR,12.930463899144442,77.57214266127991
89618924b4bffff,0.17837192143640554,MINIMAL,No immediate action — periodic monitoring sufficient,7,0.9,0.0,True,14,0.174047910697489,K.S. Layout,NO PARKING,SCOOTER,12.914473800470843,77.56044635161403
896189246cfffff,0.17828688332878898,MINIMAL,No immediate action — periodic monitoring sufficient,5,0.86,0.0,True,24,0.1369283919768272,HSR Layout,NO PARKING,CAR,12.898062451617454,77.65826031009536
8960145b133ffff,0.17798515527206288,MINIMAL,No immediate action — periodic monitoring sufficient,26,0.7076923076923076,0.041666666666666664,True,1,0.3246552743135813,Vijayanagara,WRONG PARKING,CAR,12.983984764889449,77.54656882322074
8961892e007ffff,0.1779019396037312,MINIMAL,No immediate action — periodic monitoring sufficient,23,0.7608695652173914,0.0,True,2,0.31045186625542714,Mahadevapura,NO PARKING,SCOOTER,12.992052423902772,77.68877598642769
8960145a6bbffff,0.17770714275545388,MINIMAL,No immediate action — periodic monitoring sufficient,31,0.6870967741935483,0.03333333333333333,True,1,0.3500459413385061,Basavanagudi,WRONG PARKING,SCOOTER,12.94225148803638,77.56331648845052
8960145b477ffff,0.17753003907514217,MINIMAL,No immediate action — periodic monitoring sufficient,9,0.8999999999999999,0.0,True,1,0.20373718736850474,High ground,NO PARKING,CAR,12.982789587899358,77.58565515524269
8961892ec8fffff,0.17753003907514217,MINIMAL,No immediate action — periodic monitoring sufficient,9,0.8999999999999999,0.0,True,1,0.20251255075602356,Jeevanbheemanagar,NO PARKING,PASSENGER AUTO,12.972941569872443,77.6511046274218
89618920e4bffff,0.1772563103982653,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.78,0.0,True,2,0.2973220585268799,Whitefield,WRONG PARKING,CAR,12.958670918649046,77.74665775542012
89618924103ffff,0.1771655101375109,MINIMAL,No immediate action — periodic monitoring sufficient,9,0.8999999999999999,0.0,False,0,0.20143943784419083,Hulimavu,NO PARKING,SCOOTER,12.881149119034712,77.60982008745884
8961892c1abffff,0.1771655101375109,MINIMAL,No immediate action — periodic monitoring sufficient,9,0.8999999999999999,0.0,False,0,0.2017048122123634,Hennuru,NO PARKING,SCOOTER,13.033926198004067,77.63829004097612
89618925d2fffff,0.17711483303389627,MINIMAL,No immediate action — periodic monitoring sufficient,25,0.748,0.0,True,1,0.3192039742276788,Jayanagara,WRONG PARKING,CAR,12.920790282058709,77.58702090903402
8960145826bffff,0.17708544522686728,MINIMAL,No immediate action — periodic monitoring sufficient,4,0.75,0.0,True,48,0.11702038854625806,Peenya,WRONG PARKING,CAR,13.026813829728463,77.51600543285662
8960145987bffff,0.17701612153185187,MINIMAL,No immediate action — periodic monitoring sufficient,15,0.6799999999999999,0.07142857142857142,True,5,0.27838704814641857,No Police Station,WRONG PARKING,CAR,13.05466917881846,77.48519792250843
8961892cc0bffff,0.17694547228222693,MINIMAL,No immediate action — periodic monitoring sufficient,7,0.9,0.0,True,7,0.17351720400174175,K.G. Halli,NO PARKING,CAR,13.033980045927516,77.62143032393972
89618925bd3ffff,0.1766112836417645,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.78,0.0,True,1,0.2958163190224694,Wilson Garden,WRONG PARKING,SCOOTER,12.953892620527329,77.59660318734012
8961892cb07ffff,0.1766112836417645,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.78,0.0,True,1,0.2953624563485897,Kodigehalli,WRONG PARKING,CAR,13.059742898107812,77.58454012190286
8961892cccbffff,0.17642222482355369,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.875,0.0,True,7,0.18875397177670014,Hennuru,NO PARKING,CAR,13.033953259494567,77.6298597846779
8961892cd2bffff,0.176380400481872,MINIMAL,No immediate action — periodic monitoring sufficient,16,0.8125,0.0,True,1,0.2700042041926348,R.T. Nagar,NO PARKING,SCOOTER,13.026590604126978,77.59180767278092
8961892ed07ffff,0.17614464018922937,MINIMAL,No immediate action — periodic monitoring sufficient,10,0.8800000000000001,0.0,True,1,0.21398983415829972,Halasur,NO PARKING,CAR,12.969826923202223,77.6251613598349
8960145866fffff,0.17603342101964922,MINIMAL,No immediate action — periodic monitoring sufficient,23,0.6217391304347826,0.15,True,1,0.3072176078695834,Rajajinagar,PARKING IN A MAIN ROAD,CAR,13.010749232759597,77.52957137248919
8960145a6a3ffff,0.17595091826144926,MINIMAL,No immediate action — periodic monitoring sufficient,22,0.7181818181818181,0.05,True,1,0.30341693027004707,Basavanagudi,WRONG PARKING,SCOOTER,12.94119319988444,77.56029116791997
89601459253ffff,0.1759316451836248,MINIMAL,No immediate action — periodic monitoring sufficient,3,0.6999999999999998,0.0,True,49,0.08857354286657039,Yelahanka,WRONG PARKING,CAR,13.073712528818556,77.556488369996
8961892190bffff,0.1758036116570354,MINIMAL,No immediate action — periodic monitoring sufficient,15,0.7733333333333333,0.0,True,11,0.25682220916408977,Mahadevapura,NO PARKING,SCOOTER,12.988688403463577,77.73029908337634
89601459667ffff,0.1757396080363057,MINIMAL,No immediate action — periodic monitoring sufficient,10,0.8800000000000001,0.0,False,0,0.213945218775344,Jalahalli,NO PARKING,CAR,13.05981435010938,77.55926487436922
89601458453ffff,0.17565643291883565,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.7842105263157895,0.0,True,1,0.29060930085842124,Kamakshipalya,WRONG PARKING,CAR,12.984011222233521,77.53814861317171
8961892e447ffff,0.17562353367757833,MINIMAL,No immediate action — periodic monitoring sufficient,35,0.6599999999999999,0.029411764705882353,True,2,0.3682659542866328,Mahadevapura,WRONG PARKING,CAR,12.9844881435132,77.70973531771631
8961892e68bffff,0.17555092870321154,MINIMAL,No immediate action — periodic monitoring sufficient,13,0.8384615384615385,0.0,True,2,0.24719608338421173,Mahadevapura,NO PARKING,CAR,12.996223236727507,77.71777187485482
89601458127ffff,0.1755245866032075,MINIMAL,No immediate action — periodic monitoring sufficient,7,0.6714285714285714,0.0,True,28,0.17558470322867345,Kamakshipalya,WRONG PARKING,CAR,12.985248175541964,77.4822521984984
8961892493bffff,0.1755074539128375,MINIMAL,No immediate action — periodic monitoring sufficient,15,0.7266666666666667,0.0,True,9,0.25704467845078793,Thalagattapura,WRONG PARKING,CAR,12.882465960317532,77.54547932837262
8961892e38bffff,0.1754279694750934,MINIMAL,No immediate action — periodic monitoring sufficient,4,0.7,0.3333333333333333,True,2,0.13198537763799928,K.R. Pura,WRONG PARKING,CAR,13.003847482740122,77.67994095443677
896189251b3ffff,0.17540031397811023,MINIMAL,No immediate action — periodic monitoring sufficient,11,0.8636363636363636,0.0,True,1,0.22423494564070504,Adugodi,NO PARKING,SCOOTER,12.92380513973153,77.63822789003127
89618924e23ffff,0.17540031397811023,MINIMAL,No immediate action — periodic monitoring sufficient,11,0.8636363636363636,0.0,True,1,0.22383267529715098,J.P. Nagar,NO PARKING,CAR,12.896212954754912,77.58480343584444
8960145a28bffff,0.17536637007217626,MINIMAL,No immediate action — periodic monitoring sufficient,22,0.7181818181818183,0.047619047619047616,True,1,0.30559557984175406,Magadi Road,NO PARKING,PASSENGER AUTO,12.959386454400294,77.55277525696718
8960145b02bffff,0.17536637007217623,MINIMAL,No immediate action — periodic monitoring sufficient,22,0.7181818181818181,0.047619047619047616,True,1,0.30532897607734033,Malleshwaram,WRONG PARKING,CAR,12.99674679400991,77.56603251179783
89618920a83ffff,0.17530389021311918,MINIMAL,No immediate action — periodic monitoring sufficient,18,0.7888888888888889,0.0,True,2,0.283784935297805,Whitefield,NO PARKING,CAR,12.955532367899817,77.72912366506138
896014586cfffff,0.17529896412379323,MINIMAL,No immediate action — periodic monitoring sufficient,4,0.7,0.3333333333333333,True,1,0.1353689429079512,Rajajinagar,WRONG PARKING,SCOOTER,13.003232547433559,77.5420773427292
8961892e693ffff,0.17524337113414626,MINIMAL,No immediate action — periodic monitoring sufficient,14,0.7571428571428571,0.07692307692307693,True,2,0.25540071686239735,Mahadevapura,WRONG PARKING,CAR,12.990868806728484,77.71948764987803
8961892cc37ffff,0.17513695126262374,MINIMAL,No immediate action — periodic monitoring sufficient,4,0.7,0.3333333333333333,False,0,0.132991553368656,K.G. Halli,WRONG PARKING,CAR,13.027597308344552,77.61168935626554
89618925d8fffff,0.1751053106701966,MINIMAL,No immediate action — periodic monitoring sufficient,12,0.85,0.0,True,1,0.23517339855051525,Mico Layout,NO PARKING,CAR,12.913261041767745,77.59952991615663
896189243d3ffff,0.17505784991924753,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.7666666666666666,0.2,True,1,0.16602271722479164,Madiwala,WRONG PARKING,CAR,12.901402328890828,77.62520746773336
89618921d13ffff,0.1748715051156884,MINIMAL,No immediate action — periodic monitoring sufficient,52,0.6192307692307693,0.0,True,2,0.4017165709254793,Whitefield,PARKING IN A MAIN ROAD,CAR,12.968291322032993,77.74863298404145
8960145a347ffff,0.17460508207096262,MINIMAL,No immediate action — periodic monitoring sufficient,28,0.7214285714285714,0.0,True,1,0.3349524386760704,Byatarayanapura,WRONG PARKING,SCOOTER,12.962672518919257,77.52817177238462
89618925d6fffff,0.17429765410144943,MINIMAL,No immediate action — periodic monitoring sufficient,24,0.7083333333333334,0.043478260869565216,False,0,0.3216678328631514,Jayanagara,WRONG PARKING,SCOOTER,12.928256959316693,77.59135811478713
89618924267ffff,0.17388339209182355,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.67,0.1111111111111111,True,1,0.2980713139416165,Madiwala,WRONG PARKING,SCOOTER,12.917427354261658,77.62848822051748
896014585b7ffff,0.17388339209182355,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.77,0.0,True,1,0.2934820236134053,Jnanabharathi,NO PARKING,SCOOTER,12.960608211716808,77.50528979153641
89618925ab3ffff,0.17303470909389518,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.9,0.0,True,1,0.18860892746259258,Ashok Nagar,NO PARKING,CAR,12.953862845519739,77.60502811068596
89618925b9bffff,0.17303470909389518,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.9,0.0,True,1,0.18755112257109333,Wilson Garden,NO PARKING,GOODS AUTO,12.94962990494161,77.59292086213124
8961892e077ffff,0.17292795605903755,MINIMAL,No immediate action — periodic monitoring sufficient,13,0.7538461538461539,0.08333333333333333,True,2,0.24745069864473954,Mahadevapura,NO PARKING,CAR,12.99740571283029,77.68706026007558
8961892729bffff,0.17279085297391367,MINIMAL,No immediate action — periodic monitoring sufficient,26,0.7230769230769231,0.0,True,2,0.32719805179979516,Bellandur,WRONG PARKING,CAR,12.904300017009296,77.7017292459788
8960145a2a3ffff,0.17278496812942407,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.7736842105263158,0.0,True,1,0.2907807521897657,Byatarayanapura,WRONG PARKING,CAR,12.956210619770669,77.54370034890898
8961892edd7ffff,0.17278496812942407,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.7736842105263158,0.0,True,1,0.2896986584959855,Jeevanbheemanagar,NO PARKING,CAR,12.96765021998088,77.63596131934553
8960145ad53ffff,0.17271068337155623,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.9,0.0,False,0,0.191392913032665,Kengeri,NO PARKING,SCOOTER,12.9243442481948,77.48665942573884
8961892549bffff,0.17271068337155623,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.9,0.0,False,0,0.19415650559804098,HAL Old Airport,NO PARKING,MAXI-CAB,12.91934258443281,77.6851209577532
8960145a5b7ffff,0.1726809576465793,MINIMAL,No immediate action — periodic monitoring sufficient,59,0.5576271186440678,0.05357142857142857,False,0,0.42363980594540035,K.S. Layout,PARKING IN A MAIN ROAD,MOPED,12.908156465091322,77.53388083635204
89601459403ffff,0.1723835537467531,MINIMAL,No immediate action — periodic monitoring sufficient,21,0.7571428571428571,0.0,True,1,0.2992914450748375,Yeshwanthpura,WRONG PARKING,CAR,13.03095601215545,77.56179113325211
8960145b587ffff,0.1723300262512237,MINIMAL,No immediate action — periodic monitoring sufficient,26,0.6884615384615385,0.04,True,1,0.325510095371936,Chamarajpet,WRONG PARKING,LGV,12.962534042462677,77.57027315089455
89618925e73ffff,0.1722885631569605,MINIMAL,No immediate action — periodic monitoring sufficient,16,0.7374999999999999,0.06666666666666667,True,1,0.2693247505416714,Ashok Nagar,WRONG PARKING,SCOOTER,12.953802474948665,77.62188034479114
896189248cbffff,0.17201540703886908,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.7736842105263158,0.0,False,0,0.29120008760688804,J.P. Nagar,WRONG PARKING,SCOOTER,12.89195117707808,77.58112245135057
8961892e4b7ffff,0.17180052729838333,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.76,0.0,True,2,0.29648481712112273,HAL Old Airport,NO PARKING,CAR,12.967399376214525,77.70341570895441
89618924403ffff,0.1716691059598638,MINIMAL,No immediate action — periodic monitoring sufficient,21,0.7095238095238094,0.05,True,1,0.29943647070927865,Electronic City,WRONG PARKING,LORRY/GOODS VEHICLE,12.873510560761734,77.64760800030511
8960145a3cfffff,0.17149440108049124,MINIMAL,No immediate action — periodic monitoring sufficient,14,0.8142857142857143,0.0,True,1,0.25042099707711307,Byatarayanapura,NO PARKING,CAR,12.958383128197367,77.53291134042314
8961892ecc7ffff,0.1714680578530511,MINIMAL,No immediate action — periodic monitoring sufficient,9,0.8777777777777778,0.0,True,1,0.20092218174667986,Banaswadi,NO PARKING,CAR,12.977205187689027,77.65479044173044
8961892532bffff,0.1714680578530511,MINIMAL,No immediate action — periodic monitoring sufficient,9,0.8777777777777778,0.0,True,1,0.20075154267420017,Halasur,NO PARKING,CAR,12.959093158251644,77.63702033959996
896014595c3ffff,0.1714151019044192,MINIMAL,No immediate action — periodic monitoring sufficient,24,0.7333333333333334,0.0,True,1,0.3171466749526177,Yeshwanthpura,NO PARKING,CAR,13.023513704991181,77.5490323193048
8961892da2fffff,0.17139700536912036,MINIMAL,No immediate action — periodic monitoring sufficient,12,0.7333333333333333,0.0,True,12,0.2325504469842188,Yelahanka,WRONG PARKING,CAR,13.122677649022936,77.62835200925137
89618921d43ffff,0.17137417675966396,MINIMAL,No immediate action — periodic monitoring sufficient,25,0.7240000000000001,0.0,True,2,0.31998048448613386,Whitefield,NO PARKING,CAR,12.977911778442502,77.75060837936606
8961892ab8fffff,0.17123996333413666,MINIMAL,No immediate action — periodic monitoring sufficient,4,0.9,0.0,True,32,0.11455360633007951,K.R. Pura,NO PARKING,SCOOTER,13.054877269469033,77.76641754524937
89618925bafffff,0.17115550054188255,MINIMAL,No immediate action — periodic monitoring sufficient,20,0.76,0.0,True,1,0.29643231259825886,V.V.Puram (C.Pet),WRONG PARKING,CAR,12.950747132418257,77.57910032987522
8961892442bffff,0.17100727758943035,MINIMAL,No immediate action — periodic monitoring sufficient,14,0.7,0.125,True,1,0.23192618982882374,Electronic City,WRONG PARKING,LORRY/GOODS VEHICLE,12.876750751424053,77.63983755273736
896189255d3ffff,0.17079527587611115,MINIMAL,No immediate action — periodic monitoring sufficient,11,0.8454545454545456,0.0,True,2,0.22645402741362844,Bellandur,NO PARKING,SCOOTER,12.91620466532454,77.66760177378423
89618926213ffff,0.17064890487450776,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.725,0.0,True,29,0.1946723668266382,Electronic City,NO PARKING,CAR,12.856318974147412,77.6665803240049
89618920b07ffff,0.17058468924145884,MINIMAL,No immediate action — periodic monitoring sufficient,22,0.740909090909091,0.0,True,2,0.30758473819798227,HAL Old Airport,NO PARKING,CAR,12.954574960150874,77.70078532373735
8960145b67bffff,0.17055882475362832,MINIMAL,No immediate action — periodic monitoring sufficient,12,0.8333333333333334,0.0,True,1,0.23467202328419767,R.T. Nagar,NO PARKING,SCOOTER,13.009483136195644,77.59392747363769
8961892c947ffff,0.17055882475362832,MINIMAL,No immediate action — periodic monitoring sufficient,12,0.8333333333333334,0.0,True,1,0.2344563828869879,Kodigehalli,NO PARKING,CAR,13.04478195094608,77.58428887272623
89618926607ffff,0.1704644030536331,MINIMAL,No immediate action — periodic monitoring sufficient,13,0.7538461538461539,0.0,True,10,0.24349277975850156,Electronic City,NO PARKING,SCOOTER,12.842365591223992,77.67778207828378
89618925db7ffff,0.17044051116003575,MINIMAL,No immediate action — periodic monitoring sufficient,11,0.8454545454545456,0.0,True,1,0.22262521285506404,J.P. Nagar,NO PARKING,CAR,12.907941279102584,77.59282170131182
8961892c1afffff,0.1702838249364237,MINIMAL,No immediate action — periodic monitoring sufficient,10,0.86,0.0,False,0,0.2118989984550235,Hennuru,NO PARKING,CAR,13.032866923442413,77.63526101184104
8961892ed5bffff,0.1701768802157002,MINIMAL,No immediate action — periodic monitoring sufficient,18,0.7722222222222223,0.0,True,1,0.2815308004322157,Jeevanbheemanagar,NO PARKING,SCOOTER,12.979412112614254,77.63555869791853
89618927257ffff,0.17012682115240993,MINIMAL,No immediate action — periodic monitoring sufficient,27,0.7074074074074074,0.0,True,2,0.3316680873669598,Bellandur,WRONG PARKING,MOTOR CYCLE,12.915010513008818,77.69829869609204
8961892ea73ffff,0.1699831228062395,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.9,0.0,True,7,0.15728345494687238,Banaswadi,NO PARKING,CAR,13.021106158146827,77.63566371312788
8961892586bffff,0.16985394007512342,MINIMAL,No immediate action — periodic monitoring sufficient,26,0.7153846153846153,0.0,True,1,0.3254605841685792,Wilson Garden,WRONG PARKING,CAR,12.951746376530894,77.59897423890209
8961892ea53ffff,0.16960249594870117,MINIMAL,No immediate action — periodic monitoring sufficient,8,0.85,0.0,True,7,0.18621415649914508,Banaswadi,NO PARKING,CAR,13.021078300495684,77.644094165997
89618927673ffff,0.1692875045360022,MINIMAL,No immediate action — periodic monitoring sufficient,29,0.693103448275862,0.0,True,2,0.3393403755830049,Whitefield,WRONG PARKING,CAR,12.901058210412353,77.70950512219127
89618927213ffff,0.1692419089910281,MINIMAL,No immediate action — periodic monitoring sufficient,18,0.7666666666666666,0.0,True,2,0.28318976453848244,Bellandur,WRONG PARKING,SCOOTER,12.908598320406552,77.69698387145466
8961892e47bffff,0.16899078589669014,MINIMAL,No immediate action — periodic monitoring sufficient,30,0.6866666666666666,0.0,True,2,0.3451166951882909,Mahadevapura,WRONG PARKING,CAR,12.986636178476815,77.70736184200719
8960169738bffff,0.16891262016234168,MINIMAL,No immediate action — periodic monitoring sufficient,16,0.7875,0.0,False,0,0.26679946988817715,Chikkajala,NO PARKING,CAR,13.161236934608908,77.59407316581446
8961892c387ffff,0.16881666882860244,MINIMAL,No immediate action — periodic monitoring sufficient,5,0.82,0.0,True,21,0.1377295840745971,Hennuru,NO PARKING,CAR,13.052070372487991,77.64763235685285
896189246b3ffff,0.16875960017823194,MINIMAL,No immediate action — periodic monitoring sufficient,28,0.7,0.0,True,1,0.33788043003320933,Electronic City,WRONG PARKING,SCOOTER,12.886332082904321,77.65023391915818
8961892cb6bffff,0.168486565818266,MINIMAL,No immediate action — periodic monitoring sufficient,21,0.7428571428571429,0.0,True,1,0.302629715857671,Kodigehalli,WRONG PARKING,SCOOTER,13.071499396447786,77.584135650286
89618925423ffff,0.16841362116915384,MINIMAL,No immediate action — periodic monitoring sufficient,23,0.726086956521739,0.0,True,2,0.3133990317156874,Bellandur,WRONG PARKING,SCOOTER,12.925821576145031,77.6695725227734
89618926453ffff,0.16828185123221404,MINIMAL,No immediate action — periodic monitoring sufficient,19,0.5526315789473685,0.11764705882352941,True,10,0.3196991235547259,Electronic City,PARKING IN A MAIN ROAD,PRIVATE BUS,12.826298023185423,77.68292653955938
8960169603bffff,0.16804727454184742,MINIMAL,No immediate action — periodic monitoring sufficient,6,0.8333333333333334,0.0,True,16,0.15737001341553072,Yelahanka,NO PARKING,MOTOR CYCLE,13.099320532482048,77.5701565598593
89618925ccbffff,0.16801413325327985,MINIMAL,No immediate action — periodic monitoring sufficient,7,0.9,0.0,True,1,0.17353282450911756,Adugodi,NO PARKING,PASSENGER AUTO,12.929189764045258,77.62808541330148
8960145a28fffff,0.16801413325327985,MINIMAL,No immediate action — periodic monitoring sufficient,7,0.9,0.0,True,1,0.17402629514448653,Byatarayanapura,NO PARKING,CAR,12.958327843389599,77.54975016368805
896016966cfffff,0.16782104269319048,MINIMAL,No immediate action — periodic monitoring sufficient,13,0.7,0.0,True,12,0.24206838075861759,Yelahanka,WRONG PARKING,MAXI-CAB,13.107783385851064,77.60280690676636
